galaxy,dcrra4_triangle_class,dcrra7_residual_map_zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status
NGC4183,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.3752996202626,SN_RRF_FAMILY_LIKE,STABLE,1.5,0.123282773957538,0.6790746966138612,110.5011312159292,115.0,0.2038578648370536,0.3486266000573276,23,0.3705825763522785,-51.16669268964412,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,13.444592010561784,8529.522119321326,2.6356157860499865,shuffled_radius_rrf_nfixed,-83.60032751889733,arctan_saturating,6.533298500953398,6.434489707680374,13.448433406248885,7.013943698568509,0,1,5,15,51.16669268964412,0.3705825763522785,-51.16669268964412,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4214,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.167444972441368,MIXED_COMPETITIVE,WEAK-MISMATCH,0.5,0.4455934256136883,0.8429861473753444,80.50006211177728,80.6,0.0973905972681566,0.1873241197112461,14,-14.4172119458236,-20.9103198878911,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,23.005263738770417,5317.460921651449,1.0660893066475543,shuffled_radius_rrf_nfixed,-3.544868303795504,saturating_n1,13.27394252897314,7.637179456414689,23.00579535378477,15.36861589737008,0,0,2,8,35.3275318337147,-14.4172119458236,-20.9103198878911,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4217,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,UNRESOLVED_TRIANGULAR,0.0300355042944531,PATHOLOGY_ARCHIVE,CAUTION-RECLASSIFY,12.0,0.1384154772051793,0.8905838106602119,178.0,191.0,0.0169531319570333,0.8335062271177882,19,-55.44303157343886,-51.14911631353899,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,1054.412555713761,30258.24142669095,14.758539936289798,outer_step_median,25.78051221251121,saturating_n8,29.063719531586003,1022.5863332198696,1054.3961516061688,31.8098183862993,0,0,7,19,106.59214788697784,-55.44303157343886,-51.14911631353899,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC4559,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.5813896541594039,SN_RRF_FAMILY_LIKE,STABLE,1.75,0.427997915016395,0.6841015423390955,121.50102880222866,124.0,0.1327742816631758,0.5037915596951735,32,-10.755328068784914,-51.25756702362035,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,21.66541028993805,10039.115791255546,5.977438409965855,shuffled_radius_rrf_nfixed,-206.23441859691297,saturating_n2,8.95619515151727,12.25457262170637,21.615652284891645,9.361079663185276,0,1,5,11,62.012895092405266,-10.755328068784914,-51.25756702362035,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5005,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.5162921188609007,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,4.0,0.7841090001293813,0.4305818807609787,265.0,265.0,0.0395353346041167,1.2326165510857956,18,-0.0156204380063709,3.903798125967711,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,10.431741710904124,31442.465801631577,6.574611810185444,outer_step_median,-0.8599643420426037,saturating_n4,0.0730904949486497,10.35642238378393,10.430195526162509,0.0737731423785774,1,1,36,39,0.0156204380063709,-0.0156204380063709,3.903798125967711,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5033,NFW_TRIANGLE_DOMINANT,HALO_COMPARATOR_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.120209791216411,HALO_DOMINANT_LIKE,STABLE,3.75,0.1881514729771759,0.7743013008529714,193.5006459937537,225.0,0.0891501620959167,0.3984446591440208,22,13.231618098960055,-106.92042492964562,NFW-like comparator is favored in the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,93.09582072882228,31363.32047813595,6.816820843949647,shuffled_radius_rrf_nfixed,-181.33546865268968,saturating_n4,1.7861577911889412,91.1446626304882,93.06692734328172,1.9222647127935064,1,1,6,13,106.92042492964562,13.231618098960055,-106.92042492964562,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5055,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.8045267646820513,SN_RRF_FAMILY_LIKE,STABLE,3.5,0.2052551647246638,0.713314265732482,179.0,206.0,0.0442588209343316,0.5086629786835618,28,-30.135226761306285,-1247.707826369919,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,63.36255160932505,22581.531746653745,11.81597718984074,outer_step_median,-1879.0042680583952,saturating_n4,4.968275094271341,55.18295000373462,63.77289667209932,8.589946668364703,0,1,2,5,1277.8430531312254,-30.135226761306285,-1247.707826369919,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5371,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.2734005205186633,PATHOLOGY_ARCHIVE,STABLE,12.0,3.3213889274289667,23.11390532325857,208.0,242.0,0.0295591008345643,0.9718086399778108,19,40.25000164293054,-874.29823847732,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,85.33955083793701,16036.317683215531,0.4833333333333333,shuffled_radius_rrf_nfixed,6.280675799996644,saturating_n8,0.1299436354965308,85.20918381274753,85.33955083793701,0.1303670251894857,1,1,40,41,874.29823847732,40.25000164293054,-874.29823847732,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5585,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,UNRESOLVED_TRIANGULAR,0.0714768551072853,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,2.25,0.3454855003864507,0.7952241884466634,90.75012396685749,92.3,0.0337531481386071,0.3066061063057451,24,-84.95158964979488,-128.84606244270245,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,119.43536468801533,6676.847446759447,3.2430327743566965,outer_step_median,-562.7505548911381,saturating_n2,18.471166519316117,101.24135328655562,120.5215540354134,19.28020074885777,0,0,2,5,213.79765209249734,-84.95158964979488,-128.84606244270245,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5907,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.3177407715905134,HALO_DOMINANT_LIKE,STABLE,0.5,0.6102522151079524,0.6299398347573697,216.0,235.0,0.0851627896794965,0.4649302854938272,19,3.258353150882975,-413.2258513591798,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,70.77196199652438,30282.565683741665,2.3939744296144965,shuffled_radius_rrf_nfixed,9.717494901998691,saturating_n1,12.704535741067822,54.805695181685,70.7700518586543,15.964356676969295,0,0,2,6,413.2258513591798,3.258353150882975,-413.2258513591798,0,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC5985,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.7409490558783913,SN_RRF_FAMILY_LIKE,STABLE,3.75,0.1389286977844979,0.9072999646191432,292.0,305.0,0.0113540824358697,0.5100550994558077,33,-20.47744583739456,-303.6719632213908,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,50.20884694407508,61178.98884214001,3.4185271035037696,shuffled_radius_rrf_nfixed,-125.45110295260297,saturating_n4,1.4513781994131634,48.76990126556981,50.17684036051062,1.4069390949408032,1,1,8,17,324.14940905878535,-20.47744583739456,-303.6719632213908,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC6015,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.3285463590009667,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,1.5,0.505492033420091,0.8056478695530099,155.0,166.0,0.1102062641318496,0.3217735275754422,44,-233.4278594595085,-494.3415518430001,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,450.640460691301,14375.966934734288,1.7333583699434238,shuffled_radius_rrf_nfixed,-930.1831161519168,arctan_saturating,152.20854157992574,263.14054346551893,450.3346677852424,187.1941243197234,0,0,1,1,727.7694113025086,-233.4278594595085,-494.3415518430001,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC6195,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6146286702322801,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,1.25,0.3220978046420039,0.6792219319871858,254.5004911586616,258.0,0.0206242180260503,1.0444750719849314,23,-21.60669908849931,-22.41979907140934,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,57.04303128175522,31375.448601635788,17.661717373104388,outer_step_median,-82.37528686547031,arctan_saturating,8.797677294936108,45.76045375384869,57.01227059719813,11.251816843349438,0,0,2,9,44.026498159908655,-21.60669908849931,-22.41979907140934,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC6503,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_SUPPORTED,SN_RRF_FAMILY_TRIANGLE_DOMINANT,0.5143391433393756,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,2.0,0.051049919783919,0.9299111711403716,115.0,121.0,0.1338904283183467,0.2571210699432892,31,-36.06367818832412,-74.61088986423654,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,70.0377764974611,10627.046295656652,3.522105352311774,shuffled_radius_rrf_nfixed,-338.74027200703915,saturating_n2,27.35241429235002,42.536580955034864,70.34294399693358,27.80636304189872,0,0,2,5,110.67456805256066,-36.06367818832412,-74.61088986423654,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC6674,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.1408033167565321,PATHOLOGY_ARCHIVE,CAUTION-RECLASSIFY,12.0,0.6819900468154461,0.8374708208455257,242.0,291.0,0.0695715289980319,0.2957972559934431,15,-7.013931180731902,-116.76295390999924,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,89.0430178251194,44610.71292062906,1.7826955098898467,shuffled_radius_rrf_nfixed,10.894601951057709,saturating_n8,0.6940061845675842,88.34039590619801,89.04374994615196,0.7033540399539504,1,1,41,41,123.77688509073114,-7.013931180731902,-116.76295390999924,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC6946,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.4235670653062549,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.1891341960815337,0.6529728163309683,158.0,181.0,0.0418416542681228,0.7552493230251563,58,-2.90871279598332,-26.464780202050548,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,115.85159006581566,13998.353335384403,4.91464219598041,shuffled_radius_rrf_nfixed,-1104.4925379077256,saturating_n2,4.414704208394383,108.81704519366669,115.26112205684151,6.444076863174857,0,1,3,8,29.373492998033868,-2.90871279598332,-26.464780202050548,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC7331,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,1.1068538691440366,NUISANCE_SENSITIVE,STABLE,2.75,0.4081938448612879,0.6488052483390173,239.0,257.0,0.0400385733168341,0.680788196985347,36,45.01720085249704,26.194350497453943,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,142.81409394509475,37738.79750892672,16.829695014107042,outer_step_median,-784.5070929282485,saturating_n2,-8.03653744345732,138.98253070982497,142.624690570357,3.6421598605320185,0,1,3,7,-0.0,45.01720085249704,26.194350497453943,1,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC7793,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.480043838094399,MIXED_COMPETITIVE,WEAK-MISMATCH,1.5,0.4069714823403204,0.4243164820069283,110.51018052650171,116.0,0.0131697783960118,0.6644340552712386,46,-33.66035695203752,-28.412776727620745,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,65.83283035315334,6350.23373545858,1.8267982502985336,outer_step_median,-79.0519528673873,saturating_n2,17.72417227357854,43.89341965577095,65.85443998316126,21.961020327390308,0,0,2,5,62.07313367965826,-33.66035695203752,-28.412776727620745,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
NGC7814,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.7839285989115388,NUISANCE_SENSITIVE,STABLE,2.25,0.5412059933885343,0.6316114142134042,214.0,265.0,0.0058556347331544,0.4338701720674294,18,4.736186385404709,-6.555706499533887,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,17.319215489351645,31556.02116631561,5.154268131962978,shuffled_radius_rrf_nfixed,-140.07073569053426,saturating_n2,1.8836251871496792,14.89310666866766,17.222757712361123,2.329651043693463,0,1,6,15,6.555706499533887,4.736186385404709,-6.555706499533887,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC00128,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.511882800236497,NUISANCE_SENSITIVE,STABLE,1.5,0.1138607710187257,0.8769611256518387,131.00381673829202,134.0,0.462700483793659,0.1533541982286446,22,-18.83181478856816,-2012.871968934253,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,131.4028280306119,13867.06642207766,6.758797354034279,shuffled_radius_rrf_nfixed,-393.173379003523,exp_saturating,79.73758537136499,50.460249035106536,131.8132680892309,81.35301905412436,0,0,1,4,2031.703783722821,-18.83181478856816,-2012.871968934253,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC00191,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,THREE_WAY_COMPETITIVE,0.3475004604425264,HALO_DOMINANT_LIKE,STABLE,1.75,0.1585915161332078,0.656959608850614,81.0,83.85,0.0332466270052825,0.3506495960981557,9,-8.067740661270271,-176.17049504121206,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,40.62754545124326,4860.723613987756,1.428197845784133,outer_step_median,-277.001535794834,saturating_n2,25.496968382676627,13.682878229512108,40.84878748674298,27.165909257230872,0,0,3,6,184.23823570248234,-8.067740661270271,-176.17049504121206,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC00731,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,1.576145602253689,NUISANCE_SENSITIVE,STABLE,1.5,0.1546353997136491,0.6421536824815793,73.9,74.0,0.6613776176831884,0.2641669886343868,12,-2.4986739856188223,-142.1519895483693,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,26.12102196064775,3811.8627197634,1.7477389995650123,shuffled_radius_rrf_nfixed,-61.93629724319899,arctan_saturating,19.759478544487905,5.223525011843206,26.116758512035336,20.89323350019213,0,0,3,8,144.6506635339881,-2.4986739856188223,-142.1519895483693,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC01230,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.210168595255531,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,4.75,0.0908741064317821,0.7770344898467322,103.0,113.0,0.1742072675174039,0.2875201904043736,11,-6.806027308747725,-35.76947760786764,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.501526886247664,9085.846107057172,3.100115933864687,shuffled_radius_rrf_nfixed,-22.904509063846696,saturating_n4,0.4177633416524662,4.935125919011053,5.512708639778999,0.5775827207679454,1,1,33,37,42.575504916615365,-6.806027308747725,-35.76947760786764,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC01281,UNRESOLVED_TRIANGULAR,UNRESOLVED_TRIANGULAR_ZONE,LOW_UNRESOLVED,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.2299474442165499,MIXED_COMPETITIVE,STABLE,2.0,0.5159049106838448,0.8828456781018429,55.0,56.9,0.2009839066672678,0.2318520661157025,25,-23.467219844213744,-2.948401521864972,Comparator margins do not support a stable residual-regime assignment.,Diagnostic residual-regime map only; not a physical dark-matter classification.,18.21599165668804,2844.248721824812,2.112192232338621,outer_step_median,-57.64145147194565,saturating_n2,3.5807803065255985,14.6346078275995,18.169677497671515,3.535069670072014,0,1,6,15,26.415621366078717,-23.467219844213744,-2.948401521864972,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC02259,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.4246468342441174,NUISANCE_SENSITIVE,STABLE,1.5,0.1376286497442316,0.8561628889058479,88.3,90.0,0.2031394959774515,0.2583479438596672,8,-4.228217950850475,-39.814771347067946,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,15.698609609789235,5882.591599355097,1.1279814560262291,shuffled_radius_rrf_nfixed,-2.9133439248551305,arctan_saturating,8.674871019585307,7.092046423365482,15.727327394127617,8.635280970762135,0,1,6,14,44.042989297918425,-4.228217950850475,-39.814771347067946,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC02455,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,PATHOLOGY_ARCHIVE,2089.095032854805,PATHOLOGY_ARCHIVE,STABLE,12.0,6.450918471613389,354.6589776046778,53.1,61.0,0.0515977569898849,1.9758684357056469,8,-5.491527394836799,-16.16108724369261,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,366.7089673520017,0.0,0.1666666666666666,constant_floor,2.0,saturating_n8,0.1246981557446815,365.4032088910179,366.7089673520017,1.305758460983725,1,1,41,41,21.652614638529407,-5.491527394836799,-16.16108724369261,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC02487,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.7509033298234371,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.25,0.2679854852456885,0.5849776918947217,330.0,383.0,0.0215172481039733,0.3122713994490358,17,-11.518807615177463,-71.89336105888594,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,145.393959076668,90333.58948993484,5.257882346674229,reversed_rrf_nfixed,41.688982637619816,exp_saturating,2.066367575176315,144.07634527818928,145.39684474887167,1.3204994706823925,1,1,31,35,83.41216867406341,-11.518807615177463,-71.89336105888594,0,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC02885,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6463572610462385,RAR_ACCELERATION_LIKE,STABLE,0.5,0.4548293367179898,0.6659845955984076,298.0,305.0,0.0688298654437147,0.4113308781135986,19,-44.86316501202078,-41.22539913493661,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,79.23660942820945,59224.620723943386,13.614628305332497,shuffled_radius_rrf_nfixed,-37.352830807183366,saturating_n1,41.97727085631743,26.363556460501723,79.25709419971575,52.893537739214025,0,0,1,2,86.0885641469574,-44.86316501202078,-41.22539913493661,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC02916,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.286385793016727,NUISANCE_SENSITIVE,STABLE,9.25,0.0042443748490972,1.0078577013510563,210.0,218.0,0.0098428559949136,0.713778387755102,43,-606.285332282499,-675.1131682119549,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,1165.0448667405783,28526.98272106868,9.30517793961034,outer_step_median,-227.49120848975397,saturating_n8,293.39747612950976,866.3470290317642,1163.941459501973,297.59443047020875,0,0,7,11,1281.3985004944539,-606.285332282499,-675.1131682119549,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC02953,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.5164295606609457,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,2.5,0.0714621835113319,0.8231470149663712,264.0,319.0,0.0,0.4124512195821854,115,-337.2088072089552,-426.5148641828584,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,386.57276230812886,52103.42340398917,5.19955368216639,outer_step_median,-3914.3827842394144,saturating_n2,2.8394449944802886,359.3365867972985,389.2607981472252,29.92421134992668,0,0,2,3,763.7236713918136,-337.2088072089552,-426.5148641828584,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
UGC03205,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.6151112366862641,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,1.5,0.0562874002236838,0.7541552971674648,219.0022830931221,237.0,0.0001483734526184,0.5593770557941704,48,-69.55528791783338,-156.61367833476805,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,133.87988276021207,29922.23404655267,2.5222328186495804,shuffled_radius_rrf_nfixed,-287.39798994611937,arctan_saturating,11.217550392784318,123.7664451336158,133.86926315461076,10.10281802099496,0,0,3,10,226.16896625260142,-69.55528791783338,-156.61367833476805,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD
