galaxy,dcrra4_triangle_class,zone,dcrra7_evidence_tier,dcrra7_proxy_support_flag,proxy_centroid_predicted_class,nearest_centroid_margin,dcrra3_recommended_class,dcrra3_class_stability,best_n,rrf_rc_over_rlast,rrf_A_over_vouter2,v_outer_kms,v_max_kms,gas_fraction_proxy,outer_baryon_fraction_proxy,n_points,estimated_family_delta_aic_minus_nfw_like,estimated_family_delta_aic_minus_rar_like,dcrra7_rationale,dcrra7_claim_boundary_note,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,delta_aic_rrf_minus_best_neighbor_null,best_aic_v2,locked_aic_v2,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best,response_family_strength_axis,halo_competitiveness_axis,rar_competitiveness_axis,nuisance_or_pathology_flag,overflex_neighbor_risk_flag,destructive_null_pass_flag,component_curve_external_validation_status,rotmod_points,Rlast_kpc,median_abs_residual_norm,max_abs_residual_norm,roughness_rms_diff,median_err_fraction,negative_vbar2_proxy_fraction,negative_residual_v2_fraction,kernel_curve_corr,kernel_curve_rmse,winning_comparator,winning_comparator_family,winning_aic,params_json,rss,winner_existing_aic,winner_existing_aic_family,winner_existing_aic_score,winner_existing_aicc,winner_existing_aicc_family,winner_existing_aicc_score,winner_existing_bic,winner_existing_bic_family,winner_existing_bic_score,winner_poly_degree_aic,winner_poly_degree_aic_degree,winner_poly_degree_aic_score,winner_poly_degree_aicc,winner_poly_degree_aicc_degree,winner_poly_degree_aicc_score,winner_poly_degree_bic,winner_poly_degree_bic_degree,winner_poly_degree_bic_score,phase5_winning_comparator,phase5_winning_comparator_family,phase5_overflex_winner,response_family_zone_flag,nuisance_or_pathology_zone_flag,halo_or_mixed_zone_flag,phase5_overflex_winner_flag,existing_aicc_overflex_flag,existing_bic_overflex_flag,poly_aicc_high_flex_flag,snrrf_existing_aicc_winner_flag,low_point_count_flag,high_median_error_flag,high_roughness_flag,high_negative_residual_fraction_flag,phase6_failure_boundary_score
UGC06786,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.180668882892574,NUISANCE_SENSITIVE,STABLE,1.25,0.1090890264302983,0.9146739267092616,226.0,229.0,0.0033743636140993,0.3260387246456261,45,-184.01610936911365,-729.3053598067423,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,241.3400897216561,39474.67813989485,4.605576335796709,shuffled_radius_rrf_nfixed,-1960.8152035923167,exp_saturating,195.49712966778927,48.41739606542952,242.63870613550384,194.2213100700743,0,0,2,2,913.321469175856,-184.01610936911365,-729.3053598067423,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,45,34.05,0.1271820874774846,0.7191888519069621,0.0380500358383716,0.0231050228310502,0.0,0.1333333333333333,0.958740994376342,0.2863153410087123,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,1.9784248075171504,"{""coef"": [-0.22245415608448774, 2.292675126822978, -2.487281122036572, 5.413206963491957, -8.529151681669065, 4.208221266779106], ""degree"": 5}",0.2998927828699032,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,1.9784248075171504,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-222.57108475793183,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-219.2434740641055,POLY4_NULL,4,-274.2442027223817,POLY4_NULL,4,-272.4794968400288,POLY4_NULL,4,-265.79980545181206,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,0,0,1,0,0,0,0,2
UGC06787,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NFW_TRIANGLE_DOMINANT,0.4228331298590095,NUISANCE_SENSITIVE,STABLE,2.25,0.1151497175581048,0.8156569490758488,246.5005070988699,276.0,0.0019108667577432,0.327921644929027,71,201.6758030097524,-260.3347714857912,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,1694.6501848978216,41550.68498098121,5.735722114168681,outer_step_median,-3536.42546989353,saturating_n2,22.732909589727115,1665.437599496954,1690.3408833197634,24.9032838228095,0,0,1,4,260.3347714857912,201.6758030097524,-260.3347714857912,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,71,37.19,0.4047405653157786,0.855943066858671,0.071987538903613,0.0157847533632287,0.0,0.4788732394366197,0.9345738289415152,0.3478423934324276,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,44.40464172614913,"{""coef"": [-0.6680763722753188, 6.004845556838596, -12.811025384178599, 10.812294467512192, 0.28386719512237235, -2.976491362573792], ""degree"": 5}",0.6933735514182194,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,44.40464172614913,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-315.33700494459845,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-303.07342568235055,POLY5_NULL,5,-238.6597924079076,POLY5_NULL,5,-236.11433786245303,POLY5_NULL,5,-228.52651568322395,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,1,1,1,0,0,0,1,1,5
UGC06818,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.8326082111945978,UNRESOLVED_OR_WEAK,WEAK-MISMATCH,5.75,0.6799239098821815,1.2152157172832838,71.2,74.4,0.0802031060064331,0.3452807805201363,8,-8.617212434500871,-13.227846806987255,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,7.423060020468364,6388.927607084973,5.0805119132338215,outer_step_median,-9.645719550958004,saturating_n6,2.0434061353468014,5.390662388137828,7.43218045919596,2.041518071058132,0,1,28,36,21.845059241488126,-8.617212434500871,-13.227846806987255,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,8,6.98,0.2902248867725034,0.767455458591087,0.0345733833783069,0.0886957205789805,0.0,0.375,0.9750053942758072,0.1926673245693124,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-6.807403613634598,"{""coef"": [-0.24676942743695915, 4.777297106474535, -35.88091729377943, 99.76590367569155, -109.1296178359229, 41.405238562575285], ""degree"": 5}",0.0066828236696414,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-6.807403613634598,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-31.284192696890265,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-44.22460048905608,POLY6_NULL,6,-304.7575582415005,POLY6_NULL,6,-301.2575582415005,POLY6_NULL,6,-292.9354020627029,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,0,1,1,0,0,3
UGC06917,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.3662278180994689,MIXED_COMPETITIVE,STABLE,2.25,0.334071427638817,0.5847378632107327,110.0,111.0,0.095637589728028,0.3929983471074379,11,-6.006104605885432,-6.870556451790958,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,7.900982466103529,8251.457448440917,2.814495980836729,shuffled_radius_rrf_nfixed,-67.73660342318752,saturating_n2,2.3700709943768965,5.332774536313003,7.908797946260766,2.576023409947763,0,1,6,16,12.87666105767639,-6.006104605885432,-6.870556451790958,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,11,10.47,0.4486183388429752,0.607001652892562,0.0195402081560575,0.0445454545454545,0.0,0.0,0.9856575968926246,0.0393953418458837,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-43.16937654941654,"{""coef"": [0.40848011543696594, -7.019220119392888, 40.859245489934324, -87.69173498188115, 82.37218214155997, -28.330236657149698], ""degree"": 5}",0.0003281802398101,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-43.16937654941654,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-81.6182714785742,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-100.23089984178398,POLY6_NULL,6,-391.1403247275805,POLY6_NULL,6,-387.6403247275805,POLY6_NULL,6,-379.3181685487829,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,0,1,1,1,1,1,0,1,0,0,0,3
UGC06930,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,0.1349563330046952,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.1553195714504805,0.753102994308296,108.0,109.0,0.1871280919864963,0.3932738768861455,10,-1.505427815875871,-13.19340197432956,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,5.215175749496632,7935.807012529934,2.787532559781136,shuffled_radius_rrf_nfixed,-7.636917052969652,saturating_n2,0.4861608802369987,4.648924310923567,5.213880963602287,0.5649566526787204,1,1,15,41,14.698829790205432,-1.505427815875871,-13.19340197432956,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,10,16.61,0.4706782150205761,0.6338056927297668,0.0239939537747081,0.0673082997709863,0.0,0.0,0.9587852727474336,0.2121641474762917,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-44.78633903599573,"{""coef"": [-0.7318658672356064, 10.563909752012936, -39.1546496986396, 70.71591898303602, -60.713449053400744, 19.949987763613624], ""degree"": 5}",0.0005858004675715,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-44.78633903599573,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-58.323456086189445,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-83.63565362592578,POLY6_NULL,6,-317.11990445278013,POLY6_NULL,6,-313.61990445278013,POLY6_NULL,6,-305.29774827398256,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,1,0,1,0,0,0,2
UGC06973,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_AMBIGUOUS_NEAR_TIE,UNRESOLVED_TRIANGULAR,0.0918221209537986,PATHOLOGY_ARCHIVE,STABLE,12.0,0.4013152422413812,0.7326323167837412,178.0,180.0,0.0170999288961383,1.0869536359045575,9,-22.216620896981453,-122.95191860821912,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,819.4779325371054,493549.0011561975,23.55,outer_step_median,10.110097320530826,saturating_n8,24.511355476246536,793.4604753811549,819.4779325371055,26.01745715595064,0,0,11,23,145.16853950520056,-22.216620896981453,-122.95191860821912,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD,9,7.85,0.5942291566721373,3.116750795354122,0.1079759847387424,0.0280701754385964,0.0,0.8888888888888888,0.955418388443198,2.010953817968755,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-8.248763455440592,"{""coef"": [-9.193954475050123, 48.185377566494594, -126.22239632339834, 180.60788554496446, -131.4367331892216, 38.083201785953634], ""degree"": 5}",0.0027168224800878,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-8.248763455440592,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-39.84509999729278,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-59.76630431868644,POLY5_NULL,5,-203.19140688459345,POLY5_NULL,5,-200.6459523391389,POLY5_NULL,5,-193.0581301599098,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,1,1,0,1,0,1,1,5
UGC06983,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.3313062621113367,NUISANCE_SENSITIVE,STABLE,2.5,0.1361053060602256,0.8960652934593895,108.0,113.0,0.2357561581700059,0.3051034722222222,17,-4.173447969823828,-10.290310840523953,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,9.964234628635518,9115.252084392569,2.5640736597790346,shuffled_radius_rrf_nfixed,-44.6079154803564,saturating_n2,0.0220411097313704,9.307622399032864,9.986567681323086,0.678945282290222,1,1,10,35,14.46375881034778,-4.173447969823828,-10.290310840523953,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,17,15.68,0.6689908007544582,0.7592931241426613,0.0363186096503959,0.0527777777777777,0.0,0.0588235294117647,0.9587618461139352,0.2313514324911844,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-35.22255800019034,"{""coef"": [-1.2044231416769196, 17.18845423638515, -70.94925760909398, 143.4343519216116, -136.63880643960084, 48.903312676454355], ""degree"": 5}",0.0120569512586256,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-35.22255800019034,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-102.8725634453351,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-106.2732833809978,POLY6_NULL,6,-266.82103668904034,POLY6_NULL,6,-263.32103668904034,POLY3_NULL,3,-257.1978969295652,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,1,1,1,0,0,0,0,0,3
UGC07089,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,UNRESOLVED_TRIANGULAR,0.3438356548973926,MIXED_COMPETITIVE,STABLE,1.5,0.8160624109786319,0.8469794083617365,77.6,79.1,0.1332505721817238,0.4705017137846743,12,-5.41563840785712,-1.1325897851237663,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,9.461978593336177,4027.109949367192,4.11377531148767,shuffled_radius_rrf_nfixed,-38.11556831441983,saturating_n2,3.792335345800632,4.909507988098209,9.47119188065055,4.561683892552342,0,1,5,18,6.548228192980886,-5.41563840785712,-1.1325897851237663,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,12,9.16,0.2435029459825699,0.5794983526410883,0.0215040361136297,0.0883163663299486,0.0,0.0833333333333333,0.9455100317986488,0.094123204439207,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.88496899536151,"{""coef"": [-0.10630818565865062, 2.392600725055117, -15.904472076764751, 43.40461771439473, -47.79620051824263, 18.592356752989733], ""degree"": 5}",0.0065980720253113,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-25.88496899536151,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.19420744764192,EINASTO_LIKE_SURROGATE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-80.55772748139924,POLY6_NULL,6,-329.4960443190316,POLY6_NULL,6,-325.9960443190316,POLY6_NULL,6,-317.67388814023406,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,0,1,1,0,0,1,0,0,1,0,0,2
UGC07125,SN_RRF_RAR_ADVANTAGE_NFW_COMPETITIVE,RESPONSE_FAMILY_WITH_NFW_COMPETITIVE_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.539867321317439,SN_RRF_FAMILY_LIKE,STABLE,2.25,0.2903660793291374,0.5223022782367821,65.25017241356531,65.6,0.3378378378378379,0.5372531493792843,13,-8.0269761875373,-788.3492010610172,SN-RRF-family-like margin is strong relative to RAR-like while NFW-like remains competitive.,Diagnostic residual-regime map only; not a physical dark-matter classification.,8.692792327122257,2502.3153835870207,4.151446024888451,shuffled_radius_rrf_nfixed,-31.290849620003016,saturating_n2,1.261294841684804,7.128042827426664,8.692948002931267,1.5649051755046033,1,1,8,22,796.3761772485545,-8.0269761875373,-788.3492010610172,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,13,18.68,0.4180792162693172,0.5497707972947109,0.0217344028157996,0.0405198776758409,0.0,0.0769230769230769,0.9884861596345608,0.041474832244517,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-18.89853715089127,"{""coef"": [-0.05534349567974244, -0.14199071516189887, 5.998902968383647, -9.38744705925893, 2.5757407923139484, 1.5588245736207142], ""degree"": 5}",0.0051289561813987,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-18.89853715089127,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-82.1872691712254,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-86.50173598311979,POLY6_NULL,6,-329.302103275851,POLY4_NULL,4,-326.9577258874916,POLY4_NULL,4,-320.2780344992749,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,0,1,0,1,0,0,0,0,1
UGC07151,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_DIAGNOSTIC,PROXY_AMBIGUOUS_NEAR_TIE,THREE_WAY_COMPETITIVE,0.0103360339228397,SN_RRF_FAMILY_LIKE,STABLE,2.75,0.2395705460004976,0.533234364088133,74.0,76.2,0.1388457210105054,0.5449385865595324,11,-12.763156786647093,-27.459586926630656,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,8.836798657261166,3386.182032175709,1.2113621885421082,shuffled_radius_rrf_nfixed,-44.80809109400015,saturating_n2,-2.20951053606327,8.0706026651905,8.818147965898614,0.747545300708115,1,1,7,23,40.22274371327775,-12.763156786647093,-27.459586926630656,0,0,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,11,5.5,0.3332234295105916,0.4961439737034332,0.0195214938288278,0.0408134642356241,0.0,0.0909090909090909,0.9734238985585332,0.0971724891437029,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-5.563523242944889,"{""amplitude"": 0.44581914820485075, ""scale"": 0.2}",0.011908061167506,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-5.563523242944889,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-69.61278469163526,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-70.31699414603851,POLY6_NULL,6,-332.722747249133,POLY6_NULL,6,-329.222747249133,POLY6_NULL,6,-320.90059107033545,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,False,1,0,0,0,0,0,1,0,1,0,0,0,1
UGC07323,THREE_WAY_COMPETITIVE,MIXED_THREE_WAY_COMPETITIVE_ZONE,HIGH_DIAGNOSTIC,PROXY_SUPPORTED,THREE_WAY_COMPETITIVE,0.1624946179868476,MIXED_COMPETITIVE,STABLE,1.5,0.771145939083473,0.6276773727215244,82.8,85.6,0.0459077926066851,0.6607498570561741,10,-7.057076456213263,-2.4107666575995443,"NFW-like, RAR-like, and SN-RRF-family-like descriptions remain broadly competitive.",Diagnostic residual-regime map only; not a physical dark-matter classification.,10.371997724342702,4864.699831944239,3.0357172992681503,outer_step_median,-43.81994961556964,saturating_n2,4.082307127320703,5.571016275016073,10.364021507020832,4.793005232004759,0,1,5,16,9.467843113812808,-7.057076456213263,-2.4107666575995443,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,10,5.82,0.1252970606081822,0.4080265437933206,0.0138598348773002,0.0622873859513134,0.0,0.2,0.9366520288826168,0.0817115723470492,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-23.577431100694497,"{""coef"": [-0.05682398551212467, 1.4650406024704725, -10.492302618561489, 28.943724123415706, -31.172857625442735, 11.693457198925605], ""degree"": 5}",0.0012937908551176,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-23.577431100694497,SN_RRF_LOCKED_N3_258993,SN_RRF_FAMILY,-72.05120980809583,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-75.71212759811954,POLY6_NULL,6,-368.5867410794102,POLY6_NULL,6,-365.0867410794102,POLY6_NULL,6,-356.76458490061265,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,0,1,1,0,1,1,1,1,0,0,0,2
UGC07399,NUISANCE_SENSITIVE,NUISANCE_SENSITIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,NUISANCE_SENSITIVE,0.9065419376302268,NUISANCE_SENSITIVE,STABLE,1.75,0.291353286061929,0.6707760531594743,103.0,106.0,0.2621766922791814,0.1524088038457913,10,-17.840852245409465,-60.66454851394015,Classification is dominated by nuisance-boundary sensitivity and is not mapped as a physical residual regime.,Diagnostic residual-regime map only; not a physical dark-matter classification.,25.19060775348276,7946.124512276623,1.0967033820785237,shuffled_radius_rrf_nfixed,-133.99774689420067,saturating_n2,17.599390548883843,6.408125855072704,25.17465467027781,18.76652881520511,0,0,3,7,78.50540075934961,-17.840852245409465,-60.66454851394015,1,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,10,6.13,0.6638961447827316,0.906691959656895,0.0251431388176336,0.0381790505675954,0.0,0.0,0.9915081131751902,0.1800280614590548,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-21.623147753967167,"{""coef"": [-0.13906392721599953, 2.4827217641888097, 0.6748483969496833, -11.760972606566924, 16.38720596505603, -6.79309862071807], ""degree"": 5}",0.0009759978278446,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-21.623147753967167,CORED_ISOTHERMAL_LIKE_DIAGNOSTIC,HALO_OR_CORED_COMPARATOR,-66.53152332327137,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-78.53084234320335,POLY6_NULL,6,-389.1396320869896,POLY6_NULL,6,-385.6396320869896,POLY6_NULL,6,-377.317475908192,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,1,1,0,1,0,0,0,3
UGC07524,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,LOW_TO_MEDIUM_RECLASSIFICATION_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.4011515916222099,SN_RRF_FAMILY_LIKE,CAUTION-RECLASSIFY,1.75,0.3135420143107699,0.4987109485013919,79.9507661001444,83.8,0.254429464385582,0.3926402956763204,31,-30.311648908882816,-115.02812421192056,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,30.73832820117176,4644.735145312057,2.956482936935316,outer_step_median,-490.1022276491038,saturating_n2,18.67316199583836,11.28240412754846,30.795118732934696,19.51271460538624,0,0,3,6,145.3397731208034,-30.311648908882816,-115.02812421192056,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,31,10.69,0.5263571347556564,0.67805843909498,0.0265957520888721,0.0530232558139534,0.0,0.032258064516129,0.9897098401345136,0.1566005899640895,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-61.56160766403042,"{""coef"": [0.010059409867871945, -0.08735799471815053, 6.603561745221262, -14.078285805547674, 11.62631649441792, -3.5332350596003788], ""degree"": 5}",0.0135168368686712,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-61.56160766403042,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-224.37199838893451,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-219.26807516202365,POLY6_NULL,6,-319.13558800885505,POLY6_NULL,6,-315.63558800885505,POLY6_NULL,6,-307.3134318300575,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
UGC07577,PATHOLOGY_ARCHIVE,PATHOLOGY_ARCHIVE_ZONE,PASS_THROUGH_CAUTION,PROXY_SUPPORTED,PATHOLOGY_ARCHIVE,357.4066715372573,PATHOLOGY_ARCHIVE,STABLE,4.25,15.686399215167883,3955.5099046640366,15.9,17.8,0.1989044879820171,0.927193149005182,9,0.0377556672275618,-49.87989429118696,Core/pathology guard active; archive from physical interpretation.,Diagnostic residual-regime map only; not a physical dark-matter classification.,4.517804922188666,5226.47353165872,5.07,outer_step_median,0.4943823154241435,saturating_n4,0.0456122484305661,4.470531992631157,4.517804922188666,0.0472729295575087,1,1,41,41,49.87989429118696,0.0377556672275618,-49.87989429118696,1,1,0,NOT_TESTED_DATA_AVAILABILITY_HOLD,9,1.69,0.1407922946085994,0.3669502788655514,0.030510949625459,0.2962616822429906,0.0,0.6666666666666666,0.6690945878402165,0.1524838521891346,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-39.019835724595175,"{""coef"": [-0.13043891468442964, 2.659597494048722, -15.123619910876133, 30.884491560292165, -28.286002593128174, 10.287561416897095], ""degree"": 5}",0.0010985410987617,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-39.019835724595175,BARYONIC_MISMATCH_PROXY,BARYONIC_SYSTEMATICS_PROXY,-35.14467633367355,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-67.91562401180218,POLY6_NULL,6,-343.7136695630502,POLY6_NULL,6,-340.2136695630502,POLY6_NULL,6,-331.8915133842526,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,0,1,0,1,0,1,1,0,1,1,0,1,5
UGC07603,SN_RRF_FAMILY_TRIANGLE_DOMINANT,RESPONSE_FAMILY_DOMINANT_ZONE,MEDIUM_WITH_PROXY_CAUTION,PROXY_MISMATCH_DIAGNOSTIC_CAUTION,NUISANCE_SENSITIVE,0.6380103728710798,SN_RRF_FAMILY_LIKE,STABLE,2.5,0.3473577448057511,0.8261887747208981,63.0,64.0,0.2690041200877587,0.1943062988158226,12,-15.146193731450955,-30.80067195113357,SN-RRF-family-like comparator dominates the triangular diagnostic margin.,Diagnostic residual-regime map only; not a physical dark-matter classification.,6.899608981535129,3394.8049527366134,1.2022264766620612,shuffled_radius_rrf_nfixed,-208.14785260492567,saturating_n2,1.1332017257554732,4.954938982760366,6.9105505623437296,1.955611579583364,1,1,7,17,45.94686568258452,-15.146193731450955,-30.80067195113357,0,1,1,NOT_TESTED_DATA_AVAILABILITY_HOLD,12,4.11,0.6348371000251953,0.847949181153943,0.0267375612177933,0.0479676308539945,0.0,0.0833333333333333,0.9967346579859524,0.0347739823511859,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-33.349061303337386,"{""coef"": [0.15516341800416142, -3.7949087273230004, 27.062264906773983, -56.47754843446522, 49.97201165386544, -16.0948308047585], ""degree"": 5}",0.0015878409596053,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-33.349061303337386,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-78.36344066811277,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,-92.25400076938476,POLY6_NULL,6,-356.4596748444061,POLY6_NULL,6,-352.9596748444061,POLY6_NULL,6,-344.6375186656086,OVERFLEX_POLY5_NULL,OVERFLEX_NULL,True,1,0,0,1,1,1,1,0,0,0,0,0,2
